PERFECT VAULT SOLUTION (full mode)
Unordered trait combos in plane: 9434
Total physical copies: 2890
Preferred 3x3 copies: 1620
Gap-fill 1x1 copies: 1270
Distinct weapon models: 558
Unsolved: 0

Each entry is one physical vault gun.
Preferred: roll the listed perks in trait column 2 and column 3 (up to 3 each = 3x3).
Gap-fill: roll exactly that one combo (1x1).
Combinations are unordered: A+B is the same as B+A globally.

========================================================================
SUMMARY BY WEAPON (copies needed)
========================================================================
x 24  [fallback ]  The Enigma  (24 combos covered)
x 23  [fallback ]  Heritage  (23 combos covered)
x 23  [fallback ]  Succession  (23 combos covered)
x 23  [fallback ]  Tyranny of Heaven  (23 combos covered)
x 22  [fallback ]  Commemoration  (22 combos covered)
x 22  [fallback ]  Posterity  (22 combos covered)
x 21  [fallback ]  Techeun Force  (21 combos covered)
x 20  [fallback ]  Accrued Redemption  (20 combos covered)
x 20  [fallback ]  Prophet of Doom  (20 combos covered)
x 19  [fallback ]  Neoptolemus II  (19 combos covered)
x 19  [fallback ]  Transfiguration  (19 combos covered)
x 18  [fallback ]  Chattering Bone  (18 combos covered)
x 18  [fallback ]  Nation of Beasts  (18 combos covered)
x 18  [fallback ]  The Supremacy  (18 combos covered)
x 17  [fallback ]  Come to Pass  (17 combos covered)
x 16  [preferred]  Strident Whistle  (52 combos covered)
x 16  [fallback ]  Adverse Possession IX  (16 combos covered)
x 16  [fallback ]  Apex Predator  (16 combos covered)
x 16  [fallback ]  Omniscient Eye  (16 combos covered)
x 16  [fallback ]  Pro Memoria  (16 combos covered)
x 16  [fallback ]  Trustee  (16 combos covered)
x 16  [fallback ]  Zealot's Reward  (16 combos covered)
x 15  [preferred]  Blowout  (48 combos covered)
x 15  [fallback ]  Age-Old Bond  (15 combos covered)
x 15  [fallback ]  Reckless Oracle  (15 combos covered)
x 13  [preferred]  Retrofuturist  (49 combos covered)
x 13  [preferred]  Joxer's Longsword  (42 combos covered)
x 13  [preferred]  Breakneck  (40 combos covered)
x 13  [fallback ]  Bequest  (13 combos covered)
x 13  [fallback ]  Controlling Vision  (13 combos covered)
x 13  [fallback ]  Crux Termination IV  (13 combos covered)
x 13  [fallback ]  Suspectum-4fr  (13 combos covered)
x 12  [preferred]  Midha's Reckoning (Harrowed)  (35 combos covered)
x 12  [fallback ]  Ancient Gospel  (12 combos covered)
x 12  [fallback ]  Arsenic Bite-4b  (12 combos covered)
x 11  [preferred]  Non-Denouement (Adept)  (34 combos covered)
x 11  [fallback ]  Fel Taradiddle  (11 combos covered)
x 11  [fallback ]  Likely Suspect  (11 combos covered)
x 10  [preferred]  Lubrae's Ruin (Adept)  (47 combos covered)
x 10  [preferred]  Corrective Measure (Timelost)  (41 combos covered)
x 10  [preferred]  Laser Painter  (39 combos covered)
x 10  [preferred]  Critical Anomaly (Adept)  (38 combos covered)
x 10  [preferred]  Wicked Sister  (34 combos covered)
x 10  [fallback ]  Combined Action  (10 combos covered)
x 10  [fallback ]  Cruoris FR4  (10 combos covered)
x 10  [fallback ]  Father's Sins  (10 combos covered)
x 10  [fallback ]  Forensic Nightmare  (10 combos covered)
x 10  [fallback ]  Ignition Code  (10 combos covered)
x 10  [fallback ]  Judgment of Kelgorath  (10 combos covered)
x 10  [fallback ]  Lethophobia  (10 combos covered)
x 10  [fallback ]  Nezarec's Whisper  (10 combos covered)
x 10  [fallback ]  Sacred Provenance  (10 combos covered)
x 10  [fallback ]  Scalar Potential  (10 combos covered)
x 10  [fallback ]  Scatter Signal  (10 combos covered)
x 10  [fallback ]  Swarm of the Raven  (10 combos covered)
x 10  [fallback ]  The Eremite  (10 combos covered)
       Perk 1 (col2): Elemental Capacitor, Perpetual Motion, Zen Moment
       Perk 2 (col3): Golden Tricorn Enhanced, Onslaught, Rampage
       Combos covered by this copy: 6

# 593  [preferred/3x3]  The Other Half
       Perk 1 (col2): Duelist's Trance, Flash Counter, Relentless Strikes
       Perk 2 (col3): Frenzy, Repulsor Brace, Vorpal Weapon
       Combos covered by this copy: 6

# 594  [preferred/3x3]  The Inquisitor
       Perk 1 (col2): Envious Assassin, Offhand Strike, Threat Detector
       Perk 2 (col3): Bait and Switch, Precision Instrument, Rolling Storm
       Combos covered by this copy: 6

# 595  [preferred/3x3]  The Immortal
       Perk 1 (col2): Hatchling, Keep Away, Rangefinder
       Perk 2 (col3): Demolitionist, Elemental Honing, Kill Clip
       Combos covered by this copy: 6

# 596  [preferred/3x3]  Taraxippos
       Perk 1 (col2): Enlightened Action, Perfect Float, Zen Moment
       Perk 2 (col3): Eye of the Storm, Hatchling, Precision Instrument
       Combos covered by this copy: 7

# 597  [preferred/3x3]  Sole Survivor
       Perk 1 (col2): Eddy Current, Lead from Gold, Snapshot Sights
       Perk 2 (col3): Firing Line, Voltshot, Vorpal Weapon
       Combos covered by this copy: 6

# 598  [preferred/3x3]  Reed's Regret
       Perk 1 (col2): Clown Cartridge, Compulsive Reloader, Hip-Fire Grip
       Perk 2 (col3): Focused Fury, Harmony, Headstone
       Combos covered by this copy: 6

# 599  [preferred/3x3]  Point of the Stag
       Perk 1 (col2): Archer's Tempo, Pugilist, Slickdraw
       Perk 2 (col3): Dragonfly, Eye of the Storm, Golden Tricorn
       Combos covered by this copy: 6

# 600  [preferred/3x3]  Pardon Our Dust
       Perk 1 (col2): Auto-Loading Holster, Pulse Monitor, Stats for All
       Perk 2 (col3): Danger Zone, Demolitionist, Pugilist
       Combos covered by this copy: 6

# 601  [preferred/3x3]  Motif-41
       Perk 1 (col2): Heal Clip, Loose Change, Threat Detector
       Perk 2 (col3): Attrition Orbs, Incandescent, Reverberation
       Combos covered by this copy: 6

# 602  [preferred/3x3]  Nasreddin
       Perk 1 (col2): Duelist's Trance, Energy Transfer, Wellspring
       Perk 2 (col3): Eager Edge, En Garde, Rolling Storm
       Combos covered by this copy: 6

# 603  [preferred/3x3]  Maahes HC4
       Perk 1 (col2): Pulse Monitor, Rapid Hit, Unrelenting
       Perk 2 (col3): Disruption Break, Dragonfly, Golden Tricorn
       Combos covered by this copy: 6

# 604  [preferred/3x3]  Ogma PR6
       Perk 1 (col2): Heating Up, Perpetual Motion, Stats for All
       Perk 2 (col3): Disruption Break, One for All, Turnabout
       Combos covered by this copy: 6

# 605  [preferred/3x3]  Retraced Path
       Perk 1 (col2): Adaptive Munitions, Genesis, Subsistence
       Perk 2 (col3): Demolitionist, Golden Tricorn, Harmony
       Combos covered by this copy: 7

# 606  [preferred/3x3]  Insidious (Adept)
       Perk 1 (col2): Compulsive Reloader, Dragonfly, Frenzy
       Perk 2 (col3): Bait and Switch, Chaos Reshaped, Voltshot
       Combos covered by this copy: 6

# 607  [preferred/3x3]  Non-Denouement (Adept)
       Perk 1 (col2): Rolling Storm, Strategist, Successful Warm-Up
       Perk 2 (col3): Archer's Gambit, Desperate Measures, Gear Shift
       Combos covered by this copy: 6

# 608  [preferred/3x3]  Gunnora's Axe
       Perk 1 (col2): Full Auto Trigger System, Pulse Monitor, Quickdraw
       Perk 2 (col3): Opening Shot, Swashbuckler, Triple Tap
       Combos covered by this copy: 6

# 609  [preferred/3x3]  Everburning Glitz
       Perk 1 (col2): Attrition Orbs, Bewildering Burst, Dynamic Sway Reduction
       Perk 2 (col3): Elemental Honing, One for All, Tap the Trigger
       Combos covered by this copy: 6

# 610  [preferred/3x3]  Corrective Measure (Timelost)
       Perk 1 (col2): Dimensional Shift, Firefly, Redirection
       Perk 2 (col3): Adrenaline Junkie, Aggregate Charge, Withering Gaze
       Combos covered by this copy: 8

# 611  [preferred/3x3]  Dawn Far Off
       Perk 1 (col2): Burning Ambition, Impromptu Ammunition, Subsistence
       Perk 2 (col3): Aggregate Charge, Meganeura, Redirection
       Combos covered by this copy: 6

# 612  [preferred/3x3]  Aurora Dawn
       Perk 1 (col2): Sharp Harvest, Tireless Blade, Unrelenting
       Perk 2 (col3): Binary Orbit, Cold Steel, Whirlwind Blade
       Combos covered by this copy: 6

# 613  [preferred/3x3]  Allied Demand
       Perk 1 (col2): Air Assault, Auto-Loading Holster, Subsistence
       Perk 2 (col3): Gutshot Straight, Iron Reach, Under-Over
       Combos covered by this copy: 6

# 614  [preferred/3x3]  Ahab Char
       Perk 1 (col2): Grave Robber, Heal Clip, Perpetual Motion
       Perk 2 (col3): Adagio, Binary Orbit, Burning Ambition
       Combos covered by this copy: 6

# 615  [preferred/3x3]  Oxygen SR3
       Perk 1 (col2): Pugilist, Shoot to Loot, Stats for All
       Perk 2 (col3): Box Breathing, Burning Ambition, Meganeura
       Combos covered by this copy: 7

# 616  [preferred/3x3]  Returned Memory
       Perk 1 (col2): Beacon Rounds, Impulse Amplifier, Lead from Gold
       Perk 2 (col3): Burning Ambition, Incandescent, Redirection
       Combos covered by this copy: 6

# 617  [preferred/3x3]  Pre Astyanax IV
       Perk 1 (col2): Firefly, Incandescent, Rapid Hit
       Perk 2 (col3): Explosive Head, High Ground, Swashbuckler
       Combos covered by this copy: 7

# 618  [preferred/3x3]  Mindbender's Ambition
       Perk 1 (col2): Auto-Loading Holster, Slideways, Snapshot Sights
       Perk 2 (col3): One-Two Punch, Steady Hands, Well-Rounded
       Combos covered by this copy: 6

# 619  [preferred/3x3]  Aberrant Action
       Perk 1 (col2): Ambitious Assassin, Beacon Rounds, Empty Traits Socket
       Perk 2 (col3): Golden Tricorn, Snapshot Sights, Swashbuckler
       Combos covered by this copy: 6

# 620  [preferred/3x3]  Acasia's Dejection (Adept)
       Perk 1 (col2): Burning Ambition, Collective Demolition, Field Prep
       Perk 2 (col3): Chaos Reshaped, Detonator Beam, Paracausal Affinity
       Combos covered by this copy: 6

# 621  [preferred/3x3]  Temptation's Hook
       Perk 1 (col2): Attrition Orbs, Duelist's Trance, Tireless Blade
       Perk 2 (col3): Collective Action, Valiant Charge, Whirlwind Blade
       Combos covered by this copy: 6

# 622  [preferred/3x3]  Riiswalker
       Perk 1 (col2): Killing Wind, Slickdraw, Surplus
       Perk 2 (col3): Adagio, Iron Reach, Opening Shot
       Combos covered by this copy: 6

# 623  [preferred/3x3]  The Mountaintop
       Perk 1 (col2): Ambitious Assassin, Impulse Amplifier, Overflow
       Perk 2 (col3): Harmony, One for All, Recombination
       Combos covered by this copy: 5

# 624  [preferred/3x3]  The Keening
       Perk 1 (col2): Killing Wind, Lone Wolf, Slideshot
       Perk 2 (col3): Dragonfly, High-Impact Reserves, Jolting Feedback
       Combos covered by this copy: 5

# 625  [preferred/3x3]  The Hero's Burden
       Perk 1 (col2): Feeding Frenzy, Fragile Focus, Zen Moment
       Perk 2 (col3): Eye of the Storm, Iron Grip, Repulsor Brace
       Combos covered by this copy: 5

# 626  [preferred/3x3]  Bottom Dollar
       Perk 1 (col2): Hip-Fire Grip, Quickdraw, Slideshot
       Perk 2 (col3): Disruption Break, Explosive Payload, Wellspring
       Combos covered by this copy: 6

# 627  [preferred/3x3]  Solemn Remembrance
       Perk 1 (col2): Headstone, Impromptu Ammunition, Slideshot
       Perk 2 (col3): Eye of the Storm, Opening Shot, Rimestealer
       Combos covered by this copy: 5

# 628  [preferred/3x3]  Qua Nilus II
       Perk 1 (col2): Dynamic Sway Reduction, Proximity Power, Slice
       Perk 2 (col3): Binary Orbit, Dragonfly, Hatchling
       Combos covered by this copy: 5

# 629  [preferred/3x3]  Fang of Ir Yût (Adept)
       Perk 1 (col2): Rewind Rounds, Shoot to Loot, Tear
       Perk 2 (col3): Hatchling, Precision Instrument, Sword Logic
       Combos covered by this copy: 6

# 630  [preferred/3x3]  Duty Bound
       Perk 1 (col2): Compulsive Reloader, Steady Hands, Triple Tap
       Perk 2 (col3): Dynamic Sway Reduction, Fourth Time's the Charm, Vorpal Weapon
       Combos covered by this copy: 5

# 631  [preferred/3x3]  Crowd Pleaser
       Perk 1 (col2): Ambitious Assassin, Genesis, Surplus
       Perk 2 (col3): Moving Target, Quickdraw, Rampage
       Combos covered by this copy: 5

# 632  [preferred/3x3]  Adored
       Perk 1 (col2): Fourth Time's the Charm, Jolting Feedback, Lone Wolf
       Perk 2 (col3): Closing Time, Collective Action, No Distractions
       Combos covered by this copy: 5

# 633  [preferred/3x3]  Arcane Embrace
       Perk 1 (col2): Air Trigger, Grave Robber, Lone Wolf
       Perk 2 (col3): Desperado, Surrounded, Swashbuckler
       Combos covered by this copy: 6

# 634  [preferred/3x3]  Steelfeather Repeater
       Perk 1 (col2): Bewildering Burst, Firmly Planted, Slideways
       Perk 2 (col3): All-Star, Ancillary Ordinance, Vorpal Weapon
       Combos covered by this copy: 5

# 635  [preferred/3x3]  VS Chill Inhibitor
       Perk 1 (col2): Cascade Point, Chill Clip, Danger Zone
       Perk 2 (col3): Aggregate Charge, Bait and Switch, Explosive Light
       Combos covered by this copy: 5

# 636  [preferred/3x3]  The Title
       Perk 1 (col2): Closing Time, Recycled Energy, Threat Detector
       Perk 2 (col3): Destabilizing Rounds, Rangefinder, Under Pressure
       Combos covered by this copy: 5

# 637  [preferred/3x3]  The Scholar
       Perk 1 (col2): Opening Shot, Quickdraw, Slideways
       Perk 2 (col3): No Distractions, Snapshot Sights, Vorpal Weapon
       Combos covered by this copy: 5

# 638  [preferred/3x3]  Deadlock
       Perk 1 (col2): Lone Wolf, Offhand Strike, Surplus
       Perk 2 (col3): Closing Time, Fragile Focus, Master of Arms
       Combos covered by this copy: 6

# 639  [preferred/3x3]  Survivor's Epitaph
       Perk 1 (col2): High-Impact Reserves, Outlaw, Quickdraw
       Perk 2 (col3): Adagio, Precision Instrument, Rangefinder
       Combos covered by this copy: 5

# 640  [preferred/3x3]  Seraphine Haze
       Perk 1 (col2): Demolitionist, Hip-Fire Grip, Rimestealer
       Perk 2 (col3): Attrition Orbs, Crystalline Corpsebloom, Target Lock
       Combos covered by this copy: 5

# 641  [preferred/3x3]  Gnawing Hunger
       Perk 1 (col2): Overflow, Subsistence, Tap the Trigger
       Perk 2 (col3): Master of Arms, Multikill Clip, Rampage
       Combos covered by this copy: 6

# 642  [preferred/3x3]  Resounding
       Perk 1 (col2): Ambitious Assassin, Compulsive Reloader, Cornered
       Perk 2 (col3): Hatchling, One for All, Reservoir Burst
       Combos covered by this copy: 5

# 643  [preferred/3x3]  Psi Aeterna IV
       Perk 1 (col2): Beacon Rounds, Eddy Current, Stats for All
       Perk 2 (col3): Collective Pugilism, Elemental Honing, Jolting Feedback
       Combos covered by this copy: 5

# 644  [preferred/3x3]  Mercurial Overreach
       Perk 1 (col2): Envious Assassin, Fragile Focus, Lone Wolf
       Perk 2 (col3): Bait and Switch, Closing Time, Moving Target
       Combos covered by this copy: 5

# 645  [preferred/3x3]  Keen Thistle
       Perk 1 (col2): Envious Arsenal, Incandescent, Lone Wolf
       Perk 2 (col3): Bait and Switch, Fourth Time's the Charm, Opening Shot
       Combos covered by this copy: 5

# 646  [preferred/3x3]  Infinite Paths 8
       Perk 1 (col2): Genesis, Grave Robber, Moving Target
       Perk 2 (col3): Dragonfly, Shield Disorient, Zen Moment
       Combos covered by this copy: 5

# 647  [preferred/3x3]  Folded Root
       Perk 1 (col2): Air Trigger, Ambitious Assassin, Danger Zone
       Perk 2 (col3): Bipod, Lasting Impression, Multikill Clip
       Combos covered by this copy: 5

# 648  [preferred/3x3]  Exalted Truth
       Perk 1 (col2): Destabilizing Rounds, Moving Target, Withering Gaze
       Perk 2 (col3): Demoralize, Magnificent Howl, Repulsor Brace
       Combos covered by this copy: 5

# 649  [preferred/3x3]  Eighty-Six
       Perk 1 (col2): Flash Counter, Lead From Light, Relentless Strikes
       Perk 2 (col3): Attrition Orbs, Elemental Honing, Redirection
       Combos covered by this copy: 5

# 650  [preferred/3x3]  Aurvandil FR6
       Perk 1 (col2): Firmly Planted, Reconstruction, Slideways
       Perk 2 (col3): Chill Clip, Demolitionist, Golden Tricorn Enhanced
       Combos covered by this copy: 5

# 651  [preferred/3x3]  Ulterior Observation
       Perk 1 (col2): Demolitionist, Headstone, Subsistence
       Perk 2 (col3): Adagio, Closing Time, Rimestealer
       Combos covered by this copy: 5

# 652  [preferred/3x3]  Scintillation
       Perk 1 (col2): Cornered, Envious Assassin, Rapid Hit
       Perk 2 (col3): Attrition Orbs, Bait and Switch, Surrounded
       Combos covered by this copy: 5

# 653  [preferred/3x3]  Luna's Howl
       Perk 1 (col2): Discord, Eye of the Storm, Slideshot
       Perk 2 (col3): Desperate Measures, Harmony, Magnificent Howl
       Combos covered by this copy: 5

# 654  [preferred/3x3]  Wastelander M5
       Perk 1 (col2): Air Assault, Ensemble, Pugilist
       Perk 2 (col3): Killing Wind, One-Two Punch, Trench Barrel
       Combos covered by this copy: 5

# 655  [preferred/3x3]  Loaded Question
       Perk 1 (col2): Envious Assassin, Overflow, Under Pressure
       Perk 2 (col3): Eye of the Storm, Pugilist, Reservoir Burst
       Combos covered by this copy: 5

# 656  [preferred/3x3]  Null Composure
       Perk 1 (col2): Feeding Frenzy, Reconstruction, Successful Warm-Up
       Perk 2 (col3): Closing Time, Elemental Honing, Master of Arms
       Combos covered by this copy: 5

# 657  [preferred/3x3]  Last Perdition
       Perk 1 (col2): Firmly Planted, Rangefinder, Under Pressure
       Perk 2 (col3): Full Auto Trigger System, Snapshot Sights, Zen Moment
       Combos covered by this copy: 5

# 658  [preferred/3x3]  Kindled Orchid
       Perk 1 (col2): Outlaw, Rangefinder, Repulsor Brace
       Perk 2 (col3): Demoralize, Destabilizing Rounds, Magnificent Howl
       Combos covered by this copy: 5

# 659  [preferred/3x3]  Glissando-47
       Perk 1 (col2): No Distractions, Overflow, Perfect Float
       Perk 2 (col3): Cascade Point, Harmony, Hatchling
       Combos covered by this copy: 5

# 660  [preferred/3x3]  Division (Adept)
       Perk 1 (col2): Eddy Current, Encore, Pugilist
       Perk 2 (col3): Kill Clip, Offhand Strike, Surrounded
       Combos covered by this copy: 5

# 661  [preferred/3x3]  Chroma Rush
       Perk 1 (col2): Killing Wind, Subsistence, Tunnel Vision
       Perk 2 (col3): Rampage, Tap the Trigger, Target Lock
       Combos covered by this copy: 5

# 662  [preferred/3x3]  Astral Horizon
       Perk 1 (col2): Auto-Loading Holster, Field Prep, Slideshot
       Perk 2 (col3): Celerity, Killing Wind, One-Two Punch
       Combos covered by this copy: 5

# 663  [preferred/3x3]  Tusk of the Boar
       Perk 1 (col2): Enlightened Action, Envious Assassin, Slice
       Perk 2 (col3): Bait and Switch, Chain Reaction, Swashbuckler
       Combos covered by this copy: 5

# 664  [preferred/3x3]  Timeworn Wayfarer
       Perk 1 (col2): Dual Loader, Heal Clip, Strategist
       Perk 2 (col3): Empty Traits Socket, High Ground, Snapshot Sights
       Combos covered by this copy: 5

# 665  [preferred/3x3]  The Hothead
       Perk 1 (col2): Impulse Amplifier, Reconstruction, Tracking Module
       Perk 2 (col3): Bait and Switch, Elemental Honing, Explosive Light
       Combos covered by this copy: 5

# 666  [preferred/3x3]  The Call
       Perk 1 (col2): Empty Traits Socket, Impulse Amplifier, Strategist
       Perk 2 (col3): Desperate Measures, Empty Traits Socket, Multikill Clip
       Combos covered by this copy: 5

# 667  [preferred/3x3]  Tarnished Mettle
       Perk 1 (col2): Moving Target, Shoot to Loot, Steady Hands
       Perk 2 (col3): Empty Traits Socket, Focused Fury, Voltshot
       Combos covered by this copy: 5

# 668  [preferred/3x3]  Pure Recollection
       Perk 1 (col2): Dual Loader, High-Impact Reserves, Under Pressure
       Perk 2 (col3): Bait and Switch, Destabilizing Rounds, Tap the Trigger
       Combos covered by this copy: 5

# 669  [preferred/3x3]  Phoneutria Fera
       Perk 1 (col2): Proximity Power, Slideshot, Threat Remover
       Perk 2 (col3): Binary Orbit, Frenzy, Incandescent
       Combos covered by this copy: 5

# 670  [preferred/3x3]  Crimil's Dagger
       Perk 1 (col2): Auto-Loading Holster, Hip-Fire Grip, Threat Detector
       Perk 2 (col3): Hip-Fire Grip, Timed Payload, Zen Moment
       Combos covered by this copy: 5

# 671  [preferred/3x3]  Convened Recurve
       Perk 1 (col2): Built to Blast, Dimensional Shift, Successful Warm-Up
       Perk 2 (col3): Adagio, Aggregate Charge, Snapshot Sights
       Combos covered by this copy: 4

# 672  [preferred/3x3]  The Riposte
       Perk 1 (col2): Demoralize, Dimensional Shift, Light Touch
       Perk 2 (col3): Binary Orbit, Built to Blast, Dynamic Sway Reduction
       Combos covered by this copy: 4

# 673  [preferred/3x3]  Lotus-Eater
       Perk 1 (col2): Beacon Rounds, Feeding Frenzy, Repulsor Brace
       Perk 2 (col3): Adrenaline Junkie, Destabilizing Rounds, Withering Gaze
       Combos covered by this copy: 4

# 674  [preferred/3x3]  Boomslang-4fr
       Perk 1 (col2): Heating Up, Rolling Storm, Transcendent Moment
       Perk 2 (col3): Binary Orbit, Reservoir Burst, Successful Warm-Up
       Combos covered by this copy: 4

# 675  [preferred/3x3]  Belisarius-D
       Perk 1 (col2): Dragonfly, Elemental Capacitor, Lone Wolf
       Perk 2 (col3): Desperado, Firefly, Headseeker
       Combos covered by this copy: 4

# 676  [preferred/3x3]  Trachinus
       Perk 1 (col2): Killing Wind, Rapid Hit, Transcendent Moment
       Perk 2 (col3): Binary Orbit, Encore, Headstone
       Combos covered by this copy: 4

# 677  [preferred/3x3]  Praedyth's Revenge (Timelost)
       Perk 1 (col2): Discord, Kinetic Tremors, No Distractions
       Perk 2 (col3): All-Star, Bait and Switch, Firefly
       Combos covered by this copy: 4

# 678  [preferred/3x3]  Cold Denial
       Perk 1 (col2): Enlightened Action, Steady Hands, Surplus
       Perk 2 (col3): Desperado, Gutshot Straight, Multikill Clip
       Combos covered by this copy: 4

# 679  [preferred/3x3]  Archon's Thunder
       Perk 1 (col2): Air Trigger, Dynamic Sway Reduction, Enlightened Action
       Perk 2 (col3): Killing Tally, Onslaught, Rewind Rounds
       Combos covered by this copy: 4

# 680  [preferred/3x3]  The Last Dance
       Perk 1 (col2): Full Auto Trigger System, Threat Detector, Under Pressure
       Perk 2 (col3): Dragonfly, Opening Shot, Tap the Trigger
       Combos covered by this copy: 4

# 681  [preferred/3x3]  Stars in Shadow
       Perk 1 (col2): Heal Clip, Impromptu Ammunition, Rapid Hit
       Perk 2 (col3): Desperado, Headseeker, Incandescent
       Combos covered by this copy: 4

# 682  [preferred/3x3]  Outrageous Fortune
       Perk 1 (col2): Envious Arsenal, Field Prep, Incandescent
       Perk 2 (col3): Bait and Switch, Burning Ambition, Chain Reaction
       Combos covered by this copy: 4

# 683  [preferred/3x3]  Out of Bounds
       Perk 1 (col2): Dynamic Sway Reduction, Loose Change, Perpetual Motion
       Perk 2 (col3): Adrenaline Junkie, Golden Tricorn, Jolting Feedback
       Combos covered by this copy: 4

# 684  [preferred/3x3]  Main Ingredient
       Perk 1 (col2): Firmly Planted, Hip-Fire Grip, Rampage
       Perk 2 (col3): Backup Plan, Kill Clip, Rampage
       Combos covered by this copy: 4

# 685  [preferred/3x3]  MIDA Macro-Tool
       Perk 1 (col2): Envious Assassin, Grave Robber, Lone Wolf
       Perk 2 (col3): Master of Arms, One-Two Punch, Opening Shot
       Combos covered by this copy: 4

# 686  [preferred/3x3]  Igneous Hammer
       Perk 1 (col2): Encore, Fragile Focus, Rangefinder
       Perk 2 (col3): Frenzy, Incandescent, Moving Target
       Combos covered by this copy: 4

# 687  [preferred/3x3]  Hardline Cut
       Perk 1 (col2): Assassin's Blade, Proximity Power, Sharp Harvest
       Perk 2 (col3): Chain Reaction, Eager Edge, Jolting Feedback
       Combos covered by this copy: 4

# 688  [preferred/3x3]  D.F.A.
       Perk 1 (col2): Fragile Focus, Outlaw, Triple Tap
       Perk 2 (col3): Focused Fury, Timed Payload, Wellspring
       Combos covered by this copy: 4

# 689  [preferred/3x3]  Cruel Mercy
       Perk 1 (col2): Demolitionist, Dragonfly, Keep Away
       Perk 2 (col3): Frenzy, Headseeker, Rolling Storm
       Combos covered by this copy: 4

# 690  [preferred/3x3]  Claws of the Wolf
       Perk 1 (col2): Field Prep, Headseeker, Outlaw
       Perk 2 (col3): Full Auto Trigger System, Grave Robber, High-Impact Reserves
       Combos covered by this copy: 4

# 691  [preferred/3x3]  Nameless Midnight
