copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_vendor6,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,best_pos,gfs,sample_combos,hash
462,The Forward Path,preferred,Auto Rifle,Kinetic,1,0,0,0,1,"Dynamic Sway Reduction, Fourth Time's the Charm, Grave Robber","Iron Gaze, Iron Grip, Multikill Clip",7,1,276,Dynamic Sway Reduction+Iron Gaze | Dynamic Sway Reduction+Iron Grip | Dynamic Sway Reduction+Multikill Clip | Fourth Time's the Charm+Iron Gaze | Fourth Time's the Charm+Iron Grip | Grave Robber+Iron Gaze | Grave Robber+Iron Grip,1690783811
463,The Immortal,preferred,Submachine Gun,Strand,1,0,0,0,1,"Dynamic Sway Reduction, Keep Away, Rangefinder","Elemental Honing, Lone Wolf, Transcendent Moment",9,1,310,Dynamic Sway Reduction+Elemental Honing | Dynamic Sway Reduction+Lone Wolf | Dynamic Sway Reduction+Transcendent Moment | Elemental Honing+Keep Away | Elemental Honing+Rangefinder | Keep Away+Lone Wolf | Keep Away+Transcendent Moment | Lone Wolf+Rangefinder | Rangefinder+Transcendent Moment,2872063099
464,Breakneck,preferred,Auto Rifle,Kinetic,1,0,1,0,1,"Dynamic Sway Reduction, Encore, Enlightened Action","Adagio, Onslaught, Osmosis",7,1,893,Adagio+Dynamic Sway Reduction | Adagio+Encore | Adagio+Enlightened Action | Dynamic Sway Reduction+Osmosis | Encore+Onslaught | Encore+Osmosis | Enlightened Action+Osmosis,2026755633
465,Duty Bound,preferred,Auto Rifle,Kinetic,1,0,1,0,1,"Steady Hands, Triple Tap","Dynamic Sway Reduction, Fourth Time's the Charm, One for All",5,1,413,Dynamic Sway Reduction+Steady Hands | Dynamic Sway Reduction+Triple Tap | Fourth Time's the Charm+Steady Hands | Fourth Time's the Charm+Triple Tap | One for All+Triple Tap,435216110
466,Auric Disabler,preferred,Auto Rifle,Strand,1,0,0,0,1,"Dynamic Sway Reduction, Gutshot Straight, Hatchling","Onslaught, Sword Logic, Tear",8,1,293,Dynamic Sway Reduction+Sword Logic | Dynamic Sway Reduction+Tear | Gutshot Straight+Onslaught | Gutshot Straight+Sword Logic | Gutshot Straight+Tear | Hatchling+Onslaught | Hatchling+Sword Logic | Hatchling+Tear,702001725
467,Herod-C,preferred,Auto Rifle,Stasis,1,0,1,0,1,"Dynamic Sway Reduction, Shoot to Loot, Steady Hands","Tap the Trigger, Turnabout, Unrelenting",6,1,1560,Dynamic Sway Reduction+Turnabout | Dynamic Sway Reduction+Unrelenting | Shoot to Loot+Tap the Trigger | Shoot to Loot+Turnabout | Shoot to Loot+Unrelenting | Steady Hands+Tap the Trigger,2065366342
468,Sola's Scar,preferred,Sword,Solar,1,0,0,0,1,"Eager Edge, Energy Transfer, Flash Counter","Chain Reaction, Elemental Honing, Redirection",7,1,398,Chain Reaction+Eager Edge | Chain Reaction+Energy Transfer | Chain Reaction+Flash Counter | Eager Edge+Elemental Honing | Eager Edge+Redirection | Elemental Honing+Energy Transfer | Energy Transfer+Redirection,4089030727
469,Half-Truths,preferred,Sword,Arc,1,0,0,1,1,"Thresh, Tireless Blade, Unrelenting","Assassin's Blade, Eager Edge, Harmony",6,1,192,Assassin's Blade+Thresh | Assassin's Blade+Tireless Blade | Assassin's Blade+Unrelenting | Eager Edge+Thresh | Eager Edge+Unrelenting | Harmony+Tireless Blade,3257091166
470,Sole Survivor,preferred,Sniper Rifle,Arc,1,0,1,0,1,"Eddy Current, Lead from Gold, Outlaw","Eye of the Storm, Firing Line, Focused Fury",8,1,347,Eddy Current+Eye of the Storm | Eddy Current+Firing Line | Eddy Current+Focused Fury | Eye of the Storm+Lead from Gold | Eye of the Storm+Outlaw | Firing Line+Outlaw | Focused Fury+Lead from Gold | Focused Fury+Outlaw,1150492185
471,21% Delirium,preferred,Machine Gun,Arc,1,0,1,0,1,"Eddy Current, Feeding Frenzy, Fourth Time's the Charm","Gear Shift, Jolting Feedback, Mega Kill Clip",8,1,258,Eddy Current+Jolting Feedback | Eddy Current+Mega Kill Clip | Feeding Frenzy+Gear Shift | Feeding Frenzy+Jolting Feedback | Feeding Frenzy+Mega Kill Clip | Fourth Time's the Charm+Gear Shift | Fourth Time's the Charm+Jolting Feedback | Fourth Time's the Charm+Mega Kill Clip,3001598094
472,Albruna-D,preferred,Sniper Rifle,Arc,0,0,1,0,1,"Air Assault, Elemental Capacitor, Explosive Payload","Firing Line, Golden Tricorn, Golden Tricorn Enhanced",7,1,1169,Air Assault+Golden Tricorn | Air Assault+Golden Tricorn Enhanced | Elemental Capacitor+Firing Line | Elemental Capacitor+Golden Tricorn | Elemental Capacitor+Golden Tricorn Enhanced | Explosive Payload+Golden Tricorn | Explosive Payload+Golden Tricorn Enhanced,676270382
473,Finite Impactor,preferred,Hand Cannon,Solar,1,0,0,0,1,"Elemental Capacitor, Enlightened Action, Heal Clip","Heating Up, Iron Reach, Magnificent Howl",9,1,154,Elemental Capacitor+Heating Up | Elemental Capacitor+Iron Reach | Elemental Capacitor+Magnificent Howl | Enlightened Action+Heating Up | Enlightened Action+Iron Reach | Enlightened Action+Magnificent Howl | Heal Clip+Heating Up | Heal Clip+Iron Reach | Heal Clip+Magnificent Howl,1917334929
474,The Summoner,preferred,Auto Rifle,Solar,1,0,0,0,1,"Elemental Capacitor, Heal Clip, Overflow","Onslaught, Rampage, Tap the Trigger",9,1,516,Elemental Capacitor+Onslaught | Elemental Capacitor+Rampage | Elemental Capacitor+Tap the Trigger | Heal Clip+Onslaught | Heal Clip+Rampage | Heal Clip+Tap the Trigger | Onslaught+Overflow | Overflow+Rampage | Overflow+Tap the Trigger,1820994983
475,Gridskipper,preferred,Pulse Rifle,Void,1,0,0,0,1,"Perpetual Motion, Repulsor Brace, Zen Moment","Elemental Capacitor, Headseeker, Multikill Clip",6,1,424,Elemental Capacitor+Perpetual Motion | Elemental Capacitor+Repulsor Brace | Headseeker+Repulsor Brace | Multikill Clip+Perpetual Motion | Multikill Clip+Repulsor Brace | Multikill Clip+Zen Moment,3433930495
476,Corundum Hammer,preferred,Hand Cannon,Strand,1,0,0,0,1,"Firefly, Fragile Focus, Slice","Elemental Honing, Explosive Payload, Precision Instrument",7,1,271,Elemental Honing+Fragile Focus | Explosive Payload+Firefly | Explosive Payload+Fragile Focus | Explosive Payload+Slice | Firefly+Precision Instrument | Fragile Focus+Precision Instrument | Precision Instrument+Slice,2263462407
477,Watchful Eye,preferred,Machine Gun,Arc,1,0,0,0,1,"Field Prep, Hip-Fire Grip, Mulligan","Elemental Honing, Jolting Feedback, Sword Logic",9,1,213,Elemental Honing+Field Prep | Elemental Honing+Hip-Fire Grip | Elemental Honing+Mulligan | Field Prep+Jolting Feedback | Field Prep+Sword Logic | Hip-Fire Grip+Jolting Feedback | Hip-Fire Grip+Sword Logic | Jolting Feedback+Mulligan | Mulligan+Sword Logic,3058845782
478,Eighty-Six,preferred,Sword,Strand,1,0,0,0,1,"Lead From Light, Sharp Harvest, Slice","Elemental Honing, En Garde, Hatchling",6,1,251,Elemental Honing+Lead From Light | En Garde+Lead From Light | En Garde+Sharp Harvest | En Garde+Slice | Hatchling+Lead From Light | Hatchling+Sharp Harvest,2344383760
479,Embraced Identity,preferred,Sniper Rifle,Void,1,0,0,1,1,"Permeability, Vorpal Weapon, Withering Gaze","Elemental Honing, Fourth Time's the Charm, High Ground",9,1,594,Elemental Honing+Permeability | Elemental Honing+Vorpal Weapon | Elemental Honing+Withering Gaze | Fourth Time's the Charm+Permeability | Fourth Time's the Charm+Vorpal Weapon | Fourth Time's the Charm+Withering Gaze | High Ground+Permeability | High Ground+Vorpal Weapon | High Ground+Withering Gaze,2821677368
480,Cynosure,preferred,Rocket Launcher,Strand,1,0,1,0,1,"Ambitious Assassin, Clown Cartridge, Sympathetic Arsenal","Elemental Honing, Hatchling, High Ground",9,1,773,Ambitious Assassin+Elemental Honing | Ambitious Assassin+Hatchling | Ambitious Assassin+High Ground | Clown Cartridge+Elemental Honing | Clown Cartridge+Hatchling | Clown Cartridge+High Ground | Elemental Honing+Sympathetic Arsenal | Hatchling+Sympathetic Arsenal | High Ground+Sympathetic Arsenal,694275488
481,Vision of Confluence (Timelost),preferred,Scout Rifle,Solar,0,1,0,1,0,"Incandescent, Light Touch, Zen Moment","Elemental Honing, Firefly, Master of Arms",7,1,477,Elemental Honing+Zen Moment | Firefly+Incandescent | Firefly+Light Touch | Firefly+Zen Moment | Incandescent+Master of Arms | Light Touch+Master of Arms | Master of Arms+Zen Moment,337578911
482,No Hesitation,preferred,Auto Rifle,Solar,1,0,0,1,1,"Physic, Strategist, Target Lock","Empty Traits Socket, Frenzy, Incandescent",7,1,702,Empty Traits Socket+Physic | Empty Traits Socket+Target Lock | Frenzy+Physic | Frenzy+Target Lock | Incandescent+Physic | Incandescent+Strategist | Incandescent+Target Lock,1801007332
483,Someday,preferred,Shotgun,Kinetic,1,0,0,1,1,"Empty Traits Socket, Loose Change, One-Two Punch","Barrel Constrictor, Frenzy, Recombination",8,1,697,Barrel Constrictor+Empty Traits Socket | Barrel Constrictor+Loose Change | Empty Traits Socket+Frenzy | Empty Traits Socket+Recombination | Frenzy+Loose Change | Frenzy+One-Two Punch | Loose Change+Recombination | One-Two Punch+Recombination,3232203524
484,Embraced Identity,preferred,Sniper Rifle,Void,1,0,0,1,1,"Empty Traits Socket, Opening Shot, Reconstruction","Fourth Time's the Charm, High Ground, Redirection",8,1,594,Empty Traits Socket+Fourth Time's the Charm | Empty Traits Socket+High Ground | Empty Traits Socket+Redirection | Fourth Time's the Charm+Opening Shot | Fourth Time's the Charm+Reconstruction | High Ground+Opening Shot | High Ground+Reconstruction | Reconstruction+Redirection,2821677368
485,Double-Edged Answer,preferred,Sword,Void,0,0,1,0,1,"En Garde, Energy Transfer, Flash Counter","Harmony, One for All, Vorpal Weapon",9,1,1022,En Garde+Harmony | En Garde+One for All | En Garde+Vorpal Weapon | Energy Transfer+Harmony | Energy Transfer+One for All | Energy Transfer+Vorpal Weapon | Flash Counter+Harmony | Flash Counter+One for All | Flash Counter+Vorpal Weapon,105164264
486,Zephyr,preferred,Sword,Stasis,1,0,0,0,1,"Osmosis, Thresh, Turnabout","En Garde, Surrounded, Whirlwind Blade",9,1,424,En Garde+Osmosis | En Garde+Thresh | En Garde+Turnabout | Osmosis+Surrounded | Osmosis+Whirlwind Blade | Surrounded+Thresh | Surrounded+Turnabout | Thresh+Whirlwind Blade | Turnabout+Whirlwind Blade,396910433
487,Prolonged Engagement,preferred,Submachine Gun,Stasis,1,0,1,0,1,"Grave Robber, Heating Up, Perfect Float","Encore, Gutshot Straight, Rangefinder",9,1,1028,Encore+Grave Robber | Encore+Heating Up | Encore+Perfect Float | Grave Robber+Gutshot Straight | Grave Robber+Rangefinder | Gutshot Straight+Heating Up | Gutshot Straight+Perfect Float | Heating Up+Rangefinder | Perfect Float+Rangefinder,2349907931
488,Jorum's Claw,preferred,Pulse Rifle,Solar,1,0,0,0,1,"Encore, Gutshot Straight, Iron Grip","Frenzy, Headseeker, Iron Reach",9,1,250,Encore+Frenzy | Encore+Headseeker | Encore+Iron Reach | Frenzy+Gutshot Straight | Frenzy+Iron Grip | Gutshot Straight+Headseeker | Gutshot Straight+Iron Reach | Headseeker+Iron Grip | Iron Grip+Iron Reach,62937067
489,Oversoul Edict (Adept),preferred,Pulse Rifle,Arc,0,1,0,1,0,"Encore, Eye of the Storm, Rolling Storm","High Ground, Jolting Feedback, Voltshot",9,1,489,Encore+High Ground | Encore+Jolting Feedback | Encore+Voltshot | Eye of the Storm+High Ground | Eye of the Storm+Jolting Feedback | Eye of the Storm+Voltshot | High Ground+Rolling Storm | Jolting Feedback+Rolling Storm | Rolling Storm+Voltshot,578105049
490,Veiled Threat,preferred,Auto Rifle,Stasis,1,0,0,1,1,"Fragile Focus, Loose Change, Shoot to Loot","Collective Action, Encore, Headstone",9,1,453,Collective Action+Fragile Focus | Collective Action+Loose Change | Collective Action+Shoot to Loot | Encore+Fragile Focus | Encore+Loose Change | Encore+Shoot to Loot | Fragile Focus+Headstone | Headstone+Loose Change | Headstone+Shoot to Loot,3685470415
491,Something New,preferred,Hand Cannon,Stasis,1,0,0,0,1,"Discord, Feeding Frenzy, Pugilist","Demolitionist, Encore, Headstone",7,1,516,Demolitionist+Discord | Demolitionist+Feeding Frenzy | Discord+Encore | Encore+Feeding Frenzy | Encore+Pugilist | Feeding Frenzy+Headstone | Headstone+Pugilist,3240434620
492,Trachinus,preferred,Shotgun,Stasis,1,0,0,0,1,"Killing Wind, Rimestealer, Transcendent Moment","Binary Orbit, Encore, Headstone",8,1,202,Binary Orbit+Killing Wind | Binary Orbit+Rimestealer | Encore+Killing Wind | Encore+Rimestealer | Encore+Transcendent Moment | Headstone+Killing Wind | Headstone+Rimestealer | Headstone+Transcendent Moment,2888021254
493,Chivalric Fire,preferred,Sword,Void,1,0,1,0,1,"Repulsor Brace, Tilting at Windmills","Energy Transfer, Flash Counter, Whirlwind Blade",5,1,191,Energy Transfer+Repulsor Brace | Energy Transfer+Tilting at Windmills | Flash Counter+Repulsor Brace | Flash Counter+Tilting at Windmills | Tilting at Windmills+Whirlwind Blade,938936806
494,Unending Tempest,preferred,Submachine Gun,Stasis,1,0,1,0,1,"Discord, Enlightened Action, Gutshot Straight","Fragile Focus, Harmony, Headstone",7,1,1226,Discord+Fragile Focus | Discord+Harmony | Discord+Headstone | Enlightened Action+Fragile Focus | Enlightened Action+Headstone | Gutshot Straight+Harmony | Gutshot Straight+Headstone,2510526114
495,Joxer's Longsword,preferred,Pulse Rifle,Void,1,0,1,0,1,"Enlightened Action, Gutshot Straight, Repulsor Brace","Desperado, High-Impact Reserves, Under Pressure",8,1,923,Desperado+Gutshot Straight | Desperado+Repulsor Brace | Enlightened Action+High-Impact Reserves | Enlightened Action+Under Pressure | Gutshot Straight+High-Impact Reserves | Gutshot Straight+Under Pressure | High-Impact Reserves+Repulsor Brace | Repulsor Brace+Under Pressure,157601190
496,Finite Impactor,preferred,Hand Cannon,Solar,1,0,0,0,1,"Enlightened Action, Heal Clip, Killing Wind","Heating Up, Iron Reach, Rapid Hit",5,1,154,Enlightened Action+Rapid Hit | Heal Clip+Rapid Hit | Heating Up+Killing Wind | Iron Reach+Killing Wind | Killing Wind+Rapid Hit,1917334929
497,Strident Whistle,preferred,Combat Bow,Solar,0,0,1,0,1,"Ensemble, Sneak Bow, Well-Rounded","Explosive Head, Incandescent, Turnabout",8,1,1101,Ensemble+Explosive Head | Ensemble+Incandescent | Ensemble+Turnabout | Explosive Head+Well-Rounded | Incandescent+Sneak Bow | Incandescent+Well-Rounded | Sneak Bow+Turnabout | Turnabout+Well-Rounded,2591241074
498,Eleatic Principle,preferred,Machine Gun,Arc,1,0,0,1,1,"Eddy Current, Ensemble, Zen Moment","Empty Traits Socket, Golden Tricorn, Target Lock",6,1,593,Eddy Current+Empty Traits Socket | Eddy Current+Golden Tricorn | Eddy Current+Target Lock | Empty Traits Socket+Ensemble | Empty Traits Socket+Zen Moment | Ensemble+Target Lock,105306149
499,Mistral Lift,preferred,Linear Fusion Rifle,Void,1,0,0,0,1,"Envious Arsenal, Reconstruction, Withering Gaze","Firing Line, Golden Tricorn, Golden Tricorn Enhanced",7,1,483,Envious Arsenal+Firing Line | Envious Arsenal+Golden Tricorn | Envious Arsenal+Golden Tricorn Enhanced | Firing Line+Reconstruction | Firing Line+Withering Gaze | Golden Tricorn+Withering Gaze | Golden Tricorn Enhanced+Withering Gaze,3483485727
500,Liturgy,preferred,Grenade Launcher,Stasis,1,0,0,0,1,"Envious Arsenal, Perpetual Motion, Rimestealer","Chill Clip, Desperate Measures, Lead from Gold",8,1,313,Chill Clip+Envious Arsenal | Chill Clip+Perpetual Motion | Desperate Measures+Envious Arsenal | Desperate Measures+Perpetual Motion | Desperate Measures+Rimestealer | Envious Arsenal+Lead from Gold | Lead from Gold+Perpetual Motion | Lead from Gold+Rimestealer,3377522331
501,The Inquisitor,preferred,Shotgun,Arc,1,0,0,0,1,"Envious Assassin, Lone Wolf, Offhand Strike","Bait and Switch, Fragile Focus, Rolling Storm",6,1,352,Bait and Switch+Lone Wolf | Bait and Switch+Offhand Strike | Envious Assassin+Fragile Focus | Fragile Focus+Lone Wolf | Lone Wolf+Rolling Storm | Offhand Strike+Rolling Storm,51129316
502,Cataphract GL3,preferred,Grenade Launcher,Strand,1,0,0,0,1,"Envious Assassin, Impulse Amplifier, Quickdraw","Explosive Light, Full Court, Impromptu Ammunition",7,1,366,Envious Assassin+Explosive Light | Envious Assassin+Full Court | Envious Assassin+Impromptu Ammunition | Explosive Light+Impulse Amplifier | Explosive Light+Quickdraw | Impromptu Ammunition+Impulse Amplifier | Impromptu Ammunition+Quickdraw,3805679279
503,Autumn Wind,preferred,Pulse Rifle,Kinetic,1,0,1,0,1,"Envious Assassin, Offhand Strike, Tunnel Vision","Moving Target, Multikill Clip, Rampage",9,1,1409,Envious Assassin+Moving Target | Envious Assassin+Multikill Clip | Envious Assassin+Rampage | Moving Target+Offhand Strike | Moving Target+Tunnel Vision | Multikill Clip+Offhand Strike | Multikill Clip+Tunnel Vision | Offhand Strike+Rampage | Rampage+Tunnel Vision,3110377595
504,MIDA Macro-Tool,preferred,Shotgun,Arc,1,0,1,0,1,"Discord, Envious Assassin, Grave Robber","One-Two Punch, Rolling Storm, Trench Barrel",7,1,292,Discord+Rolling Storm | Discord+Trench Barrel | Envious Assassin+One-Two Punch | Envious Assassin+Rolling Storm | Envious Assassin+Trench Barrel | Grave Robber+Rolling Storm | Grave Robber+Trench Barrel,2699423382
505,Last Foray,preferred,Sniper Rifle,Solar,1,0,0,0,1,"Envious Assassin, Heal Clip, Moving Target","Bait and Switch, Snapshot Sights, Triple Tap",9,1,356,Bait and Switch+Envious Assassin | Bait and Switch+Heal Clip | Bait and Switch+Moving Target | Envious Assassin+Snapshot Sights | Envious Assassin+Triple Tap | Heal Clip+Snapshot Sights | Heal Clip+Triple Tap | Moving Target+Snapshot Sights | Moving Target+Triple Tap,4118936670
506,Volta Bracket,preferred,Sniper Rifle,Strand,1,0,0,1,1,"Envious Assassin, Keep Away, Perfect Float","Mega Kill Clip, Rewind Rounds, Under Pressure",9,1,617,Envious Assassin+Mega Kill Clip | Envious Assassin+Rewind Rounds | Envious Assassin+Under Pressure | Keep Away+Mega Kill Clip | Keep Away+Rewind Rounds | Keep Away+Under Pressure | Mega Kill Clip+Perfect Float | Perfect Float+Rewind Rounds | Perfect Float+Under Pressure,3920310144
507,The Heron,preferred,Glaive,Void,1,0,0,0,1,"Envious Assassin, Lead from Gold, Proximity Power","Sword Logic, Unrelenting, Unstoppable Force",6,1,186,Envious Assassin+Unstoppable Force | Lead from Gold+Sword Logic | Lead from Gold+Unrelenting | Lead from Gold+Unstoppable Force | Proximity Power+Unrelenting | Proximity Power+Unstoppable Force,2246386812
508,Hushed Whisper,preferred,Combat Bow,Strand,1,0,0,0,1,"Lone Wolf, Snapshot Sights, Tear","Collective Action, Explosive Head, Hatchling",6,1,182,Collective Action+Lone Wolf | Collective Action+Snapshot Sights | Collective Action+Tear | Explosive Head+Lone Wolf | Explosive Head+Tear | Hatchling+Snapshot Sights,3574168117
509,King Orfeo,preferred,Combat Bow,Arc,1,0,0,0,1,"Archer's Tempo, Explosive Head, Surplus","Jolting Feedback, Meganeura, Precision Instrument",7,1,213,Archer's Tempo+Meganeura | Archer's Tempo+Precision Instrument | Explosive Head+Meganeura | Explosive Head+Precision Instrument | Jolting Feedback+Surplus | Meganeura+Surplus | Precision Instrument+Surplus,3481382332
510,Non-Denouement (Adept),preferred,Combat Bow,Arc,0,1,0,1,0,"Shoot to Loot, Strategist, Successful Warm-Up","Explosive Head, Gear Shift, Meganeura",8,1,348,Explosive Head+Shoot to Loot | Explosive Head+Strategist | Gear Shift+Shoot to Loot | Gear Shift+Strategist | Gear Shift+Successful Warm-Up | Meganeura+Shoot to Loot | Meganeura+Strategist | Meganeura+Successful Warm-Up,1039915310
511,Palmyra-B,preferred,Rocket Launcher,Stasis,1,0,0,1,1,"Ambitious Assassin, Surplus, Unrelenting","Chill Clip, Explosive Light, Lasting Impression",7,1,451,Ambitious Assassin+Chill Clip | Ambitious Assassin+Lasting Impression | Chill Clip+Unrelenting | Explosive Light+Surplus | Explosive Light+Unrelenting | Lasting Impression+Surplus | Lasting Impression+Unrelenting,3489657138
